Date,0,1,2,3,4,Total
01/01/2011,16,12,17,28,,73
01/02/2011,19,11,13,16,,59
01/03/2011,13,6,16,9,,44
01/04/2011,10,3,14,9,,36
01/05/2011,10,9,11,24,,54
01/06/2011,14,11,13,7,,45
01/07/2011,17,5,17,12,,51
01/08/2011,14,4,8,12,,38
01/09/2011,7,7,15,16,,45
01/10/2011,13,7,9,12,,41
01/11/2011,19,6,18,9,,52
01/12/2011,11,6,3,3,,23
01/13/2011,7,7,11,8,,33
01/14/2011,11,2,6,10,,29
01/15/2011,16,7,15,12,,50
01/16/2011,11,3,10,20,,44
01/17/2011,15,9,9,14,,47
01/18/2011,13,8,10,13,,44
01/19/2011,13,7,19,11,,50
01/20/2011,12,4,7,10,,33
01/21/2011,8,5,8,14,,35
01/22/2011,13,7,12,14,,46
01/23/2011,15,4,13,12,,44
01/24/2011,12,5,5,8,,30
01/25/2011,11,4,8,10,,33
01/26/2011,13,5,10,15,,43
01/27/2011,13,9,11,6,,39
01/28/2011,8,7,12,18,,45
01/29/2011,19,10,10,15,,54
01/30/2011,21,6,14,20,,61
01/31/2011,18,11,17,10,,56
02/01/2011,18,6,14,11,,49
02/02/2011,19,9,18,16,,62
02/03/2011,12,12,21,11,,56
02/04/2011,18,6,10,11,,45
02/05/2011,16,4,18,19,,57
02/06/2011,13,12,7,14,,46
02/07/2011,8,8,8,8,,32
02/08/2011,12,6,12,12,,42
02/09/2011,13,8,9,18,,48
02/10/2011,12,5,11,15,,43
02/11/2011,10,4,6,8,,28
02/12/2011,22,8,11,10,,51
02/13/2011,22,7,18,15,,62
02/14/2011,12,9,11,7,,39
02/15/2011,12,9,11,17,,49
02/16/2011,13,15,10,12,,50
02/17/2011,11,6,8,14,,39
02/18/2011,13,5,12,12,,42
02/19/2011,9,15,10,13,,47
02/20/2011,17,6,8,13,,44
02/21/2011,24,5,11,18,,58
02/22/2011,11,2,9,9,,31
02/23/2011,15,4,11,15,,45
02/24/2011,12,12,12,10,,46
02/25/2011,8,5,9,14,,36
02/26/2011,15,10,10,13,,48
02/27/2011,11,9,8,12,,40
02/28/2011,9,6,8,17,,40
03/01/2011,22,4,12,20,,58
03/02/2011,20,5,17,17,,59
03/03/2011,10,3,9,10,,32
03/04/2011,12,8,17,9,,46
03/05/2011,15,8,9,9,,41
03/06/2011,17,7,15,12,,51
03/07/2011,18,10,17,14,,59
03/08/2011,15,9,11,8,,43
03/09/2011,10,8,8,10,,36
03/10/2011,9,12,14,7,,42
03/11/2011,16,7,12,13,,48
03/12/2011,15,11,6,12,,44
03/13/2011,13,10,8,16,,47
03/14/2011,17,11,14,6,,48
03/15/2011,18,7,14,22,,61
03/16/2011,13,8,9,7,,37
03/17/2011,9,6,15,13,,43
03/18/2011,11,10,21,11,,53
03/19/2011,15,6,10,14,,45
03/20/2011,20,6,12,13,,51
03/21/2011,22,7,10,11,,50
03/22/2011,13,11,10,10,,44
03/23/2011,7,5,13,7,,32
03/24/2011,5,4,13,18,,40
03/25/2011,12,5,7,12,,36
03/26/2011,7,3,6,13,,29
03/27/2011,11,9,14,15,,49
03/28/2011,9,6,5,12,,32
03/29/2011,5,1,4,9,,19
03/30/2011,7,4,9,6,,26
03/31/2011,10,5,13,11,,39
04/01/2011,16,5,10,8,,39
04/02/2011,16,6,9,11,,42
04/03/2011,16,6,4,11,,37
04/04/2011,9,8,14,11,,42
04/05/2011,8,8,8,11,,35
04/06/2011,6,9,10,11,,36
04/07/2011,13,10,14,11,,48
04/08/2011,5,7,10,8,,30
04/09/2011,17,4,14,11,,46
04/10/2011,17,7,19,19,,62
04/11/2011,13,8,13,22,,56
04/12/2011,11,4,15,9,,39
04/13/2011,18,10,20,18,,66
04/14/2011,13,6,12,14,,45
04/15/2011,18,6,11,15,,50
04/16/2011,17,10,12,10,,49
04/17/2011,10,2,10,13,,35
04/18/2011,11,6,11,7,,35
04/19/2011,7,8,7,8,,30
04/20/2011,10,10,10,11,,41
04/21/2011,7,8,7,12,,34
04/22/2011,9,6,10,9,,34
04/23/2011,6,13,13,14,,46
04/24/2011,12,4,6,15,,37
04/25/2011,14,7,11,10,,42
04/26/2011,10,6,5,4,,25
04/27/2011,9,4,10,9,,32
04/28/2011,10,6,8,6,,30
04/29/2011,12,8,10,7,,37
04/30/2011,10,8,9,7,,34
05/01/2011,8,7,13,10,,38
05/02/2011,15,8,12,11,,46
05/03/2011,19,8,16,11,,54
05/04/2011,16,7,12,11,,46
05/05/2011,11,8,14,12,,45
05/06/2011,12,3,16,11,,42
05/07/2011,12,5,11,11,,39
05/08/2011,14,4,15,15,,48
05/09/2011,9,7,15,14,,45
05/10/2011,10,9,6,12,,37
05/11/2011,12,10,7,10,,39
05/12/2011,10,10,20,5,,45
05/13/2011,12,7,11,12,,42
05/14/2011,13,8,11,9,,41
05/15/2011,8,4,9,16,,37
05/16/2011,6,5,8,13,,32
05/17/2011,12,9,14,5,,40
05/18/2011,12,6,11,7,,36
05/19/2011,13,3,12,8,,36
05/20/2011,12,4,5,11,,32
05/21/2011,17,7,10,10,,44
05/22/2011,19,8,16,14,,57
05/23/2011,6,7,9,4,,26
05/24/2011,11,7,11,8,,37
05/25/2011,10,1,10,10,,31
05/26/2011,14,6,9,8,,37
05/27/2011,15,6,11,8,,40
05/28/2011,12,5,15,12,,44
05/29/2011,19,5,6,6,,36
05/30/2011,6,8,8,7,,29
05/31/2011,6,9,14,6,,35
06/01/2011,13,10,15,16,,54
06/02/2011,11,6,8,7,,32
06/03/2011,10,4,15,17,,46
06/04/2011,8,6,14,12,,40
06/05/2011,8,7,12,12,,39
06/06/2011,5,6,11,13,,35
06/07/2011,6,5,9,4,,24
06/08/2011,14,10,9,14,,47
06/09/2011,9,3,9,8,,29
06/10/2011,15,8,10,11,,44
06/11/2011,12,6,13,21,,52
06/12/2011,13,5,12,14,,44
06/13/2011,14,5,5,6,,30
06/14/2011,12,5,12,7,,36
06/15/2011,11,5,8,9,,33
06/16/2011,18,8,13,15,,54
06/17/2011,8,12,6,9,,35
06/18/2011,8,9,18,16,,51
06/19/2011,15,3,13,11,,42
06/20/2011,8,6,6,6,,26
06/21/2011,7,3,12,12,,34
06/22/2011,9,6,7,9,,31
06/23/2011,11,14,7,6,,38
06/24/2011,7,5,8,14,,34
06/25/2011,13,4,7,13,,37
06/26/2011,10,3,9,5,,27
06/27/2011,14,5,11,7,,37
06/28/2011,8,9,12,12,,41
06/29/2011,7,8,10,10,,35
06/30/2011,18,4,14,8,,44
07/01/2011,18,6,14,13,,51
07/02/2011,16,3,17,16,,52
07/03/2011,15,4,5,10,,34
07/04/2011,11,5,4,9,,29
07/05/2011,10,7,17,12,,46
07/06/2011,13,11,9,12,,45
07/07/2011,14,11,9,15,,49
07/08/2011,9,12,6,14,,41
07/09/2011,7,9,6,19,,41
07/10/2011,14,4,11,16,,45
07/11/2011,12,5,17,8,,42
07/12/2011,9,5,9,19,,42
07/13/2011,11,8,16,9,,44
07/14/2011,5,3,8,9,,25
07/15/2011,14,8,11,17,,50
07/16/2011,12,5,6,6,,29
07/17/2011,7,1,8,10,,26
07/18/2011,7,7,8,6,,28
07/19/2011,9,7,10,5,,31
07/20/2011,7,1,7,7,,22
07/21/2011,10,3,8,6,,27
07/22/2011,10,3,12,16,,41
07/23/2011,10,5,8,6,,29
07/24/2011,11,7,9,15,,42
07/25/2011,3,8,5,6,,22
07/26/2011,5,5,5,10,,25
07/27/2011,8,10,6,12,,36
07/28/2011,9,5,7,13,,34
07/29/2011,12,4,8,13,,37
07/30/2011,8,6,13,17,,44
07/31/2011,11,5,12,7,,35
08/01/2011,17,4,11,5,,37
08/02/2011,4,9,5,11,,29
08/03/2011,19,6,21,10,,56
08/04/2011,11,5,9,14,,39
08/05/2011,9,5,7,11,,32
08/06/2011,10,6,16,11,,43
08/07/2011,9,5,8,6,,28
08/08/2011,8,10,12,10,,40
08/09/2011,9,2,9,14,,34
08/10/2011,10,7,14,9,,40
08/11/2011,12,3,13,9,,37
08/12/2011,12,9,17,11,,49
08/13/2011,12,4,7,18,,41
08/14/2011,14,7,8,8,,37
08/15/2011,9,,11,9,,29
08/16/2011,16,5,6,6,,33
08/17/2011,7,7,8,15,,37
08/18/2011,7,7,7,13,,34
08/19/2011,10,1,13,9,,33
08/20/2011,16,4,9,13,,42
08/21/2011,5,5,6,8,,24
08/22/2011,12,7,11,5,,35
08/23/2011,9,4,10,9,,32
08/24/2011,13,9,8,9,,39
08/25/2011,7,5,7,8,,27
08/26/2011,10,6,11,12,,39
08/27/2011,12,6,7,13,,38
08/28/2011,16,1,7,12,,36
08/29/2011,13,4,7,12,,36
08/30/2011,9,8,7,12,,36
08/31/2011,13,5,13,12,,43
09/01/2011,11,5,13,9,,38
09/02/2011,11,4,8,12,,35
09/03/2011,9,1,13,9,,32
09/04/2011,14,5,21,19,,59
09/05/2011,11,5,15,7,,38
09/06/2011,6,1,12,9,,28
09/07/2011,6,,12,12,,30
09/08/2011,11,4,8,17,,40
09/09/2011,12,4,7,9,,32
09/10/2011,12,5,17,8,,42
09/11/2011,11,5,9,8,,33
09/12/2011,5,6,10,9,,30
09/13/2011,12,7,13,14,,46
09/14/2011,10,6,6,7,,29
09/15/2011,8,6,6,13,,33
09/16/2011,8,6,7,10,,31
09/17/2011,10,1,12,15,,38
09/18/2011,15,6,11,19,,51
09/19/2011,11,8,11,7,,37
09/20/2011,7,3,5,16,,31
09/21/2011,12,3,8,9,,32
09/22/2011,9,4,8,11,,32
09/23/2011,12,3,10,8,,33
09/24/2011,11,5,14,5,,35
09/25/2011,9,2,11,8,,30
09/26/2011,8,6,11,16,,41
09/27/2011,10,1,6,3,,20
09/28/2011,11,3,3,8,,25
09/29/2011,11,2,7,11,,31
09/30/2011,8,7,14,9,,38
10/01/2011,15,5,10,13,,43
10/02/2011,16,4,6,17,,43
10/03/2011,6,4,6,11,,27
10/04/2011,9,1,9,12,,31
10/05/2011,9,4,6,4,,23
10/06/2011,8,10,8,18,,44
10/07/2011,10,1,8,7,,26
10/08/2011,11,3,7,10,,31
10/09/2011,17,6,7,7,,37
10/10/2011,8,4,4,9,,25
10/11/2011,16,9,15,16,,56
10/12/2011,11,3,9,13,,36
10/13/2011,7,6,8,12,,33
10/14/2011,12,9,11,11,,43
10/15/2011,9,6,8,13,,36
10/16/2011,14,5,13,10,,42
10/17/2011,9,9,15,4,,37
10/18/2011,15,4,4,7,,30
10/19/2011,12,4,8,9,,33
10/20/2011,8,6,10,12,,36
10/21/2011,15,10,9,6,,40
10/22/2011,17,4,7,10,,38
10/23/2011,8,4,13,13,,38
10/24/2011,8,7,9,10,,34
10/25/2011,16,10,14,14,,54
10/26/2011,12,7,10,9,,38
10/27/2011,11,6,17,11,,45
10/28/2011,6,5,15,15,,41
10/29/2011,13,10,10,7,,40
10/30/2011,15,8,11,13,,47
10/31/2011,9,7,10,15,,41
11/01/2011,9,7,15,22,,53
11/02/2011,11,5,12,11,,39
11/03/2011,11,11,19,14,,55
11/04/2011,8,8,10,17,,43
11/05/2011,21,4,13,13,,51
11/06/2011,12,9,11,21,,53
11/07/2011,15,11,14,7,,47
11/08/2011,12,5,12,13,,42
11/09/2011,15,7,15,10,,47
11/10/2011,6,9,15,17,,47
11/11/2011,18,9,20,22,,69
11/12/2011,6,12,15,8,,41
11/13/2011,10,11,9,7,,37
11/14/2011,7,4,11,4,,26
11/15/2011,8,10,12,15,,45
11/16/2011,9,10,9,10,,38
11/17/2011,10,5,10,11,,36
11/18/2011,12,7,11,13,,43
11/19/2011,17,2,11,9,,39
11/20/2011,12,4,11,17,,44
11/21/2011,13,10,16,14,,53
11/22/2011,11,5,12,4,,32
11/23/2011,9,4,11,10,,34
11/24/2011,6,3,8,14,,31
11/25/2011,9,10,15,16,,50
11/26/2011,14,6,14,13,,47
11/27/2011,14,6,10,13,,43
11/28/2011,9,13,11,9,,42
11/29/2011,19,10,8,6,,43
11/30/2011,13,6,12,10,,41
12/01/2011,14,13,12,18,,57
12/02/2011,9,7,13,14,,43
12/03/2011,11,5,11,20,,47
12/04/2011,18,11,15,13,,57
12/05/2011,8,10,14,17,,49
12/06/2011,7,7,7,13,,34
12/07/2011,13,5,8,11,,37
12/08/2011,15,7,11,16,,49
12/09/2011,14,9,11,18,,52
12/10/2011,12,8,8,10,,38
12/11/2011,11,5,19,15,,50
12/12/2011,12,5,8,9,,34
12/13/2011,8,5,7,11,,31
12/14/2011,7,6,11,7,,31
12/15/2011,7,7,11,4,,29
12/16/2011,12,1,14,10,,37
12/17/2011,13,7,13,13,,46
12/18/2011,11,4,12,21,,48
12/19/2011,15,8,9,9,,41
12/20/2011,9,10,11,12,,42
12/21/2011,13,3,7,7,,30
12/22/2011,10,8,12,2,,32
12/23/2011,9,7,7,9,,32
12/24/2011,16,4,10,15,,45
12/25/2011,13,11,11,11,,46
12/26/2011,8,5,15,7,,35
12/27/2011,8,6,6,14,,34
12/28/2011,12,10,12,9,,43
12/29/2011,15,10,17,10,,52
12/30/2011,7,6,4,11,,28
12/31/2011,1,1,2,,,4
01/01/2012,33,16,16,34,,99
01/02/2012,16,6,11,10,,43
01/03/2012,8,6,9,10,,33
01/04/2012,9,8,13,13,,43
01/05/2012,6,7,12,12,,37
01/06/2012,16,7,12,6,,41
01/07/2012,14,9,7,8,,38
01/08/2012,11,3,4,18,,36
01/09/2012,3,4,14,14,,35
01/10/2012,15,5,11,13,,44
01/11/2012,18,14,8,9,,49
01/12/2012,14,5,16,7,,42
01/13/2012,13,5,16,13,,47
01/14/2012,11,7,7,15,,40
01/15/2012,10,7,12,12,,41
01/16/2012,11,6,8,10,,35
01/17/2012,17,9,11,10,,47
01/18/2012,5,6,8,5,,24
01/19/2012,7,6,18,12,,43
01/20/2012,13,7,14,7,,41
01/21/2012,11,3,15,17,,46
01/22/2012,21,9,19,13,,62
01/23/2012,9,7,9,9,,34
01/24/2012,13,14,13,11,,51
01/25/2012,10,4,4,10,,28
01/26/2012,15,6,7,7,,35
01/27/2012,9,9,10,11,,39
01/28/2012,14,6,14,10,,44
01/29/2012,16,6,15,18,,55
01/30/2012,10,6,13,8,,37
01/31/2012,12,8,6,11,,37
02/01/2012,11,7,5,14,,37
02/02/2012,6,12,13,12,,43
02/03/2012,13,12,21,11,,57
02/04/2012,7,12,10,8,,37
02/05/2012,12,3,16,10,,41
02/06/2012,13,9,8,15,,45
02/07/2012,8,5,11,12,,36
02/08/2012,14,4,7,8,,33
02/09/2012,22,13,16,13,,64
02/10/2012,15,8,11,7,,41
02/11/2012,17,5,13,17,,52
02/12/2012,10,4,5,18,,37
02/13/2012,12,7,10,11,,40
02/14/2012,8,10,7,9,,34
02/15/2012,13,7,21,12,,53
02/16/2012,10,10,13,8,,41
02/17/2012,8,3,10,8,,29
02/18/2012,8,11,10,13,,42
02/19/2012,18,3,9,7,,37
02/20/2012,13,4,17,13,,47
02/21/2012,9,8,11,7,,35
02/22/2012,18,6,7,13,,44
02/23/2012,13,8,12,7,,40
02/24/2012,13,8,14,13,,48
02/25/2012,15,11,12,24,,62
02/26/2012,13,9,13,15,,50
02/27/2012,13,7,14,12,,46
02/28/2012,15,8,20,13,,56
03/01/2012,12,4,17,14,,47
03/02/2012,8,17,18,21,,64
03/03/2012,13,7,17,16,,53
03/04/2012,18,11,11,21,,61
03/05/2012,10,8,14,13,,45
03/06/2012,15,9,11,14,,49
03/07/2012,17,8,9,13,,47
03/08/2012,19,5,17,9,,50
03/09/2012,14,6,14,16,,50
03/10/2012,16,4,15,14,,49
03/11/2012,12,5,15,16,,48
03/12/2012,17,8,9,15,,49
03/13/2012,8,5,10,12,,35
03/14/2012,10,3,14,12,,39
03/15/2012,8,9,15,18,,50
03/16/2012,11,9,10,13,,43
03/17/2012,8,6,13,15,,42
03/18/2012,12,10,14,14,,50
03/19/2012,15,10,12,13,,50
03/20/2012,12,10,14,11,,47
03/21/2012,11,7,16,14,,48
03/22/2012,9,8,13,13,,43
03/23/2012,10,4,10,14,,38
03/24/2012,16,6,11,11,,44
03/25/2012,14,10,12,11,,47
03/26/2012,12,4,13,3,,32
03/27/2012,11,7,11,6,,35
03/28/2012,15,9,9,14,,47
03/29/2012,7,5,11,8,,31
03/30/2012,11,12,11,9,,43
03/31/2012,8,10,18,17,,53
